plot_order,LAT,LON,H_LI, FILLED
583,-66.06666,-61.92499,52.96523,59.40766
584,-66.06648,-61.92494,52.91856,59.40766
585,-66.0663,-61.92489,52.89138,59.40766
586,-66.06612,-61.92484,52.85955,59.40766
587,-66.06595,-61.92479,52.80264,59.40766
588,-66.06577,-61.92474,52.72963,59.40766
589,-66.06559,-61.92469,52.70104,59.40766
590,-66.06541,-61.92464,52.71833,59.40766
591,-66.06524,-61.92459,52.6936,59.40766
592,-66.06506,-61.92454,52.66832,59.40766
593,-66.06488,-61.92449,52.67122,59.40766
594,-66.0647,-61.92444,52.67845,59.40766
595,-66.06453,-61.92439,52.65778,59.40766
596,-66.06435,-61.92434,52.6302,59.40766
597,-66.06417,-61.92429,52.59739,59.40766
598,-66.06399,-61.92424,52.56722,59.40766
599,-66.06382,-61.92419,52.54602,59.40766
600,-66.06364,-61.92414,52.53424,59.40766
601,-66.06346,-61.92409,52.52718,59.40766
602,-66.06328,-61.92404,52.52237,59.40766
603,-66.06311,-61.92399,52.51868,59.40766
604,-66.06293,-61.92394,52.50314,59.40766
605,-66.06275,-61.92389,52.47265,59.40766
606,-66.06257,-61.92384,52.4327,59.40766
607,-66.0624,-61.92379,52.41999,59.40766
608,-66.06222,-61.92375,52.42151,59.40766
609,-66.06204,-61.9237,52.41619,59.40766
610,-66.06186,-61.92365,52.37832,59.40766
611,-66.06169,-61.9236,52.32001,59.40766
612,-66.06151,-61.92355,52.30392,59.40766
613,-66.06133,-61.9235,52.31207,59.40766
614,-66.06115,-61.92345,52.30229,59.40766
615,-66.06098,-61.9234,52.31381,59.40766
616,-66.0608,-61.92335,52.32566,59.40766
617,-66.06062,-61.9233,52.34532,59.40766
618,-66.06044,-61.92325,52.36062,59.40766
619,-66.06027,-61.9232,52.36927,59.40766
620,-66.06009,-61.92315,52.3394,59.40766
621,-66.05991,-61.9231,52.28815,59.40766
622,-66.05973,-61.92305,52.26889,59.40766
623,-66.05956,-61.923,52.25575,59.40766
624,-66.05938,-61.92295,52.23836,59.40766
625,-66.0592,-61.9229,52.24706,59.40766
626,-66.05903,-61.92285,52.2157,59.40766
627,-66.05885,-61.9228,52.18262,59.40766
628,-66.05867,-61.92275,52.18221,59.40766
629,-66.05849,-61.9227,52.18605,59.40766
630,-66.05832,-61.92265,52.17777,59.40766
631,-66.05814,-61.9226,52.174,59.40766
632,-66.05796,-61.92255,52.17038,59.40766
633,-66.05778,-61.9225,52.16156,59.40766
634,-66.05761,-61.92244,52.18106,59.40766
635,-66.05743,-61.92239,52.22376,59.40766
636,-66.05725,-61.92234,52.24698,59.40766
637,-66.05707,-61.92229,52.25753,59.40766
638,-66.0569,-61.92225,52.24781,59.40766
639,-66.05672,-61.9222,52.24262,59.40766
640,-66.05654,-61.92215,52.24279,59.40766
641,-66.05636,-61.9221,52.21368,59.40766
642,-66.05619,-61.92205,52.22318,59.40766
643,-66.05601,-61.922,52.24284,59.40766
644,-66.05583,-61.92195,52.26075,59.40766
645,-66.05565,-61.9219,52.27002,59.40766
646,-66.05548,-61.92185,52.24193,59.40766
647,-66.0553,-61.9218,52.20896,59.40766
648,-66.05512,-61.92175,52.18114,59.40766
649,-66.05494,-61.9217,52.17431,59.40766
650,-66.05477,-61.92165,52.16271,59.40766
651,-66.05459,-61.9216,52.16803,59.40766
652,-66.05441,-61.92155,52.18843,59.40766
653,-66.05423,-61.9215,52.19175,59.40766
654,-66.05406,-61.92145,52.19703,59.40766
655,-66.05388,-61.9214,52.18466,59.40766
656,-66.0537,-61.92135,52.14109,59.40766
657,-66.05352,-61.92131,52.11394,59.40766
658,-66.05335,-61.92126,52.10984,59.40766
659,-66.05317,-61.92121,52.10655,59.40766
660,-66.05299,-61.92116,52.10199,59.40766
661,-66.05281,-61.92111,52.11097,59.40766
662,-66.05264,-61.92106,52.09934,59.40766
663,-66.05246,-61.92101,52.10025,59.40766
664,-66.05228,-61.92096,52.10804,59.40766
665,-66.0521,-61.92091,52.10078,59.40766
666,-66.05193,-61.92086,52.07097,59.40766
667,-66.05175,-61.92081,52.05182,59.40766
668,-66.05157,-61.92076,52.03537,59.40766
669,-66.05139,-61.92071,52.02425,59.40766
670,-66.05122,-61.92066,52.02657,59.40766
671,-66.05104,-61.92061,52.02829,59.40766
672,-66.05086,-61.92056,52.00063,59.40766
673,-66.05068,-61.92051,51.96769,59.40766
674,-66.05051,-61.92046,51.94007,59.40766
675,-66.05033,-61.92041,51.94958,59.40766
676,-66.05015,-61.92036,51.97691,59.40766
677,-66.04997,-61.92031,51.97541,59.40766
678,-66.0498,-61.92026,51.97506,59.40766
679,-66.04962,-61.92021,51.95457,59.40766
680,-66.04944,-61.92016,51.9164,59.40766
681,-66.04926,-61.92011,51.9072,59.40766
682,-66.04909,-61.92006,51.91862,59.40766
683,-66.04891,-61.92001,51.93732,59.40766
684,-66.04873,-61.91996,51.92014,59.40766
685,-66.04855,-61.91991,51.89175,59.40766
686,-66.04838,-61.91986,51.88192,59.40766
687,-66.0482,-61.91981,51.88683,59.40766
688,-66.04802,-61.91976,51.89155,59.40766
689,-66.04784,-61.91971,51.89408,59.40766
690,-66.04767,-61.91966,51.91687,59.40766
691,-66.04749,-61.91961,51.94042,59.40766
692,-66.04731,-61.91956,51.93365,59.40766
693,-66.04713,-61.91951,51.92836,59.40766
694,-66.04696,-61.91946,51.94076,59.40766
695,-66.04678,-61.91942,51.94787,59.40766
696,-66.0466,-61.91937,51.9426,59.40766
697,-66.04642,-61.91932,51.94593,59.40766
698,-66.04625,-61.91927,51.94472,59.40766
699,-66.04607,-61.91922,51.94467,59.40766
700,-66.04589,-61.91917,51.9532,59.40766
701,-66.04571,-61.91912,51.94415,59.40766
702,-66.04554,-61.91907,51.9285,59.40766
703,-66.04536,-61.91902,51.96334,59.40766
704,-66.04518,-61.91897,51.9729,59.40766
705,-66.045,-61.91892,51.96535,59.40766
706,-66.04483,-61.91887,51.95686,59.40766
707,-66.04465,-61.91882,51.95097,59.40766
708,-66.04447,-61.91877,51.93962,59.40766
709,-66.04429,-61.91872,51.9317,59.40766
710,-66.04412,-61.91867,51.95192,59.40766
711,-66.04394,-61.91862,51.96152,59.40766
712,-66.04376,-61.91857,51.96371,59.40766
713,-66.04359,-61.91852,51.9677,59.40766
714,-66.04341,-61.91847,51.96355,59.40766
715,-66.04323,-61.91842,51.93893,59.40766
716,-66.04305,-61.91837,51.92449,59.40766
717,-66.04288,-61.91832,51.9285,59.40766
718,-66.0427,-61.91827,51.93429,59.40766
719,-66.04252,-61.91822,51.94334,59.40766
720,-66.04234,-61.91817,51.92812,59.40766
721,-66.04217,-61.91812,51.93483,59.40766
722,-66.04199,-61.91807,51.96929,59.40766
723,-66.04181,-61.91802,51.96309,59.40766
724,-66.04163,-61.91797,51.92831,59.40766
725,-66.04146,-61.91792,51.91241,59.40766
726,-66.04128,-61.91787,51.92139,59.40766
727,-66.0411,-61.91783,51.91358,59.40766
728,-66.04092,-61.91778,51.89674,59.40766
729,-66.04075,-61.91773,51.89265,59.40766
730,-66.04057,-61.91768,51.90565,59.40766
731,-66.04039,-61.91763,51.9161,59.40766
732,-66.04021,-61.91758,51.93552,59.40766
733,-66.04004,-61.91753,51.94075,59.40766
734,-66.03986,-61.91748,51.92175,59.40766
735,-66.03968,-61.91743,51.91243,59.40766
736,-66.0395,-61.91738,51.90985,59.40766
737,-66.03933,-61.91733,51.88668,59.40766
738,-66.03915,-61.91728,51.84819,59.40766
739,-66.03897,-61.91723,51.83952,59.40766
740,-66.03879,-61.91718,51.8318,59.40766
741,-66.03862,-61.91713,51.82429,59.40766
742,-66.03844,-61.91708,51.84926,59.40766
743,-66.03826,-61.91703,51.8548,59.40766
744,-66.03808,-61.91698,51.85815,59.40766
745,-66.03791,-61.91694,51.85255,59.40766
746,-66.03773,-61.91689,51.83463,59.40766
747,-66.03755,-61.91684,51.85217,59.40766
748,-66.03737,-61.91679,51.85104,59.40766
749,-66.0372,-61.91674,51.83176,59.40766
750,-66.03702,-61.91669,51.84105,59.40766
751,-66.03684,-61.91664,51.82672,59.40766
752,-66.03666,-61.91659,51.82077,59.40766
753,-66.03649,-61.91654,51.83355,59.40766
754,-66.03631,-61.91649,51.82111,59.40766
755,-66.03613,-61.91644,51.79967,59.40766
756,-66.03595,-61.91639,51.79688,59.40766
757,-66.03578,-61.91634,51.78088,59.40766
758,-66.0356,-61.91629,51.75668,59.40766
759,-66.03542,-61.91623,51.74978,59.40766
760,-66.03524,-61.91618,51.77149,59.40766
761,-66.03507,-61.91613,51.77693,59.40766
762,-66.03489,-61.91608,51.78591,59.40766
763,-66.03471,-61.91603,51.80006,59.40766
764,-66.03453,-61.91599,51.80677,59.40766
765,-66.03436,-61.91594,51.79376,59.40766
766,-66.03418,-61.91589,51.75392,59.40766
767,-66.034,-61.91584,51.72376,59.40766
768,-66.03382,-61.91579,51.72196,59.40766
769,-66.03365,-61.91574,51.72323,59.40766
770,-66.03347,-61.91569,51.71696,59.40766
771,-66.03329,-61.91564,51.70942,59.40766
772,-66.03311,-61.91559,51.71855,59.40766
773,-66.03294,-61.91554,51.72066,59.40766
774,-66.03276,-61.91549,51.70121,59.40766
775,-66.03258,-61.91544,51.67279,59.40766
776,-66.0324,-61.91539,51.61821,59.40766
777,-66.03223,-61.91534,51.55928,59.40766
778,-66.03205,-61.91529,51.5091,59.40766
779,-66.03187,-61.91524,51.48393,59.40766
780,-66.03169,-61.91519,51.44887,59.40766
781,-66.03152,-61.91514,51.3961,59.40766
782,-66.03134,-61.91509,51.35148,59.40766
783,-66.03116,-61.91504,51.31908,59.40766
784,-66.03098,-61.91499,51.2821,59.40766
785,-66.03081,-61.91494,51.2242,59.40766
786,-66.03063,-61.91489,51.17059,59.40766
787,-66.03045,-61.91484,51.1208,59.40766
788,-66.03027,-61.91479,51.06655,59.40766
789,-66.0301,-61.91474,51.01433,59.40766
790,-66.02992,-61.91469,50.97321,59.40766
791,-66.02974,-61.91465,50.94294,59.40766
792,-66.02956,-61.9146,50.89369,59.40766
793,-66.02939,-61.91455,50.82671,59.40766
794,-66.02921,-61.9145,50.78106,59.40766
795,-66.02903,-61.91445,50.75178,59.40766
796,-66.02885,-61.9144,50.69431,59.40766
797,-66.02868,-61.91435,50.5975,59.40766
798,-66.0285,-61.9143,50.56945,59.40766
799,-66.02832,-61.91425,50.56952,59.40766
800,-66.02814,-61.9142,50.53583,59.40766
801,-66.02797,-61.91415,50.52565,59.40766
802,-66.02779,-61.91411,50.53358,59.40766
803,-66.02761,-61.91406,50.52362,59.40766
804,-66.02743,-61.91401,50.52177,59.40766
805,-66.02726,-61.91396,50.53215,59.40766
806,-66.02708,-61.91391,50.55909,59.40766
807,-66.0269,-61.91386,50.61221,59.40766
808,-66.02672,-61.91381,50.67939,59.40766
809,-66.02655,-61.91376,50.7552,59.40766
810,-66.02637,-61.91371,50.80197,59.40766
811,-66.02619,-61.91366,50.87889,59.40766
812,-66.02601,-61.91361,51.00545,59.40766
813,-66.02584,-61.91356,51.13724,59.40766
814,-66.02566,-61.91351,51.26695,59.40766
815,-66.02548,-61.91346,51.38209,59.40766
816,-66.02531,-61.91341,51.46708,59.40766
817,-66.02513,-61.91336,51.57385,59.40766
818,-66.02495,-61.91331,51.71969,59.40766
819,-66.02477,-61.91326,51.84644,59.40766
820,-66.0246,-61.91321,51.93086,59.40766
821,-66.02442,-61.91316,52.02554,59.40766
822,-66.02424,-61.91311,52.08355,59.40766
823,-66.02406,-61.91306,52.13927,59.40766
824,-66.02389,-61.91301,52.19534,59.40766
825,-66.02371,-61.91296,52.19189,59.40766
826,-66.02353,-61.91291,52.14968,59.40766
827,-66.02335,-61.91286,52.09384,59.40766
828,-66.02318,-61.91281,52.01702,59.40766
829,-66.023,-61.91276,51.9191,59.40766
830,-66.02282,-61.91271,51.79717,59.40766
831,-66.02264,-61.91266,51.60109,59.40766
832,-66.02247,-61.91261,51.34803,59.40766
833,-66.02229,-61.91257,51.04203,59.40766
834,-66.02211,-61.91252,50.67805,59.40766
835,-66.02193,-61.91247,50.23584,59.40766
836,-66.02176,-61.91242,49.74258,59.40766
837,-66.02158,-61.91237,49.21923,59.40766
838,-66.0214,-61.91232,48.51768,59.40766
839,-66.02122,-61.91227,47.61749,59.40766
840,-66.02105,-61.91222,46.68143,59.40766
841,-66.02087,-61.91217,45.54258,59.40766
842,-66.02069,-61.91212,44.10303,59.40766
843,-66.02051,-61.91207,42.44359,59.40766
844,-66.02034,-61.91202,40.4736,59.40766
845,-66.02016,-61.91197,38.18773,59.40766
846,-66.01998,-61.91192,35.57564,59.40766
847,-66.0198,-61.91188,32.75541,59.40766
848,-66.01963,-61.91183,30.08849,59.40766
849,-66.01945,-61.91178,28.08866,59.40766
850,-66.01927,-61.91173,28.05454,59.40766
851,-66.01909,-61.91168,29.22488,59.40766
852,-66.01874,-61.91158,39.90919,59.40766
853,-66.01856,-61.91153,42.48092,59.40766
854,-66.01838,-61.91148,44.1944,59.40766
855,-66.01821,-61.91143,45.49143,59.40766
856,-66.01803,-61.91138,46.69473,59.40766
857,-66.01785,-61.91133,47.62177,59.40766
858,-66.01767,-61.91128,48.39153,59.40766
859,-66.0175,-61.91123,49.0043,59.40766
860,-66.01732,-61.91118,49.39894,59.40766
861,-66.01714,-61.91113,49.67819,59.40766
862,-66.01696,-61.91108,49.8076,59.40766
863,-66.01679,-61.91103,49.7825,59.40766
864,-66.01661,-61.91099,49.63778,59.40766
865,-66.01643,-61.91094,49.4287,59.40766
866,-66.01625,-61.91089,49.12993,59.40766
867,-66.01608,-61.91084,48.75368,59.40766
868,-66.0159,-61.91079,48.28207,59.40766
869,-66.01572,-61.91074,47.7581,59.40766
870,-66.01554,-61.91069,47.2043,59.40766
871,-66.01537,-61.91064,46.58017,59.40766
872,-66.01519,-61.91059,45.88058,59.40766
873,-66.01501,-61.91054,45.11297,59.40766
874,-66.01483,-61.91049,44.22543,59.40766
875,-66.01466,-61.91044,43.2322,59.40766
876,-66.01448,-61.91039,42.1928,59.40766
877,-66.0143,-61.91034,41.24814,59.40766
878,-66.01412,-61.91029,40.66396,59.40766
879,-66.01395,-61.91024,40.72375,59.40766
880,-66.01377,-61.91019,41.72716,59.40766
881,-66.01359,-61.91014,43.17332,59.40766
882,-66.01341,-61.91009,44.33168,59.40766
883,-66.01324,-61.91004,45.12989,59.40766
884,-66.01306,-61.90999,45.7344,59.40766
885,-66.01288,-61.90994,46.24312,59.40766
886,-66.0127,-61.90989,46.64861,59.40766
887,-66.01253,-61.90985,46.95916,59.40766
888,-66.01235,-61.9098,47.1846,59.40766
889,-66.01217,-61.90975,47.36454,59.40766
890,-66.01199,-61.9097,47.53196,59.40766
891,-66.01182,-61.90965,47.63409,59.40766
892,-66.01164,-61.9096,47.69329,59.40766
893,-66.01146,-61.90955,47.73522,59.40766
894,-66.01128,-61.9095,47.76365,59.40766
895,-66.01111,-61.90945,47.75597,59.40766
896,-66.01093,-61.9094,47.75402,59.40766
897,-66.01075,-61.90935,47.73827,59.40766
898,-66.01057,-61.9093,47.70133,59.40766
899,-66.0104,-61.90925,47.67326,59.40766
900,-66.01022,-61.90919,47.64365,59.40766
901,-66.01004,-61.90914,47.60094,59.40766
902,-66.00986,-61.90909,47.51822,59.40766
903,-66.00969,-61.90904,47.43034,59.40766
904,-66.00951,-61.90899,47.32825,59.40766
905,-66.00933,-61.90894,47.18868,59.40766
906,-66.00915,-61.90889,47.04226,59.40766
907,-66.00898,-61.90884,46.88884,59.40766
908,-66.0088,-61.90879,46.73586,59.40766
909,-66.00862,-61.90874,46.62716,59.40766
910,-66.00844,-61.9087,46.53064,59.40766
911,-66.00827,-61.90865,46.41901,59.40766
912,-66.00809,-61.9086,46.31152,59.40766
913,-66.00791,-61.90855,46.2337,59.40766
914,-66.00773,-61.9085,46.16224,59.40766
915,-66.00756,-61.90846,46.09724,59.40766
916,-66.00738,-61.90841,46.07397,59.40766
917,-66.0072,-61.90836,46.06339,59.40766
918,-66.00702,-61.90831,46.03584,59.40766
919,-66.00685,-61.90826,46.04007,59.40766
920,-66.00667,-61.90821,46.04025,59.40766
921,-66.00649,-61.90816,46.01403,59.40766
922,-66.00631,-61.90811,46.02064,59.40766
923,-66.00614,-61.90806,46.01398,59.40766
924,-66.00596,-61.90801,45.98856,59.40766
925,-66.00578,-61.90796,45.99598,59.40766
926,-66.00561,-61.90791,46.01319,59.40766
927,-66.00543,-61.90785,46.00299,59.40766
928,-66.00525,-61.9078,45.98281,59.40766
929,-66.00507,-61.90775,45.97491,59.40766
930,-66.0049,-61.90771,45.98011,59.40766
931,-66.00472,-61.90766,45.98472,59.40766
932,-66.00454,-61.90761,45.9884,59.40766
933,-66.00436,-61.90756,45.99275,59.40766
934,-66.00419,-61.90751,46.0145,59.40766
935,-66.00401,-61.90746,45.97979,59.40766
936,-66.00383,-61.90741,45.93322,59.40766
937,-66.00365,-61.90736,45.92208,59.40766
938,-66.00348,-61.90731,45.91044,59.40766
939,-66.0033,-61.90726,45.88977,59.40766
940,-66.00312,-61.90721,45.85283,59.40766
941,-66.00294,-61.90716,45.79534,59.40766
942,-66.00277,-61.90711,45.74358,59.40766
943,-66.00259,-61.90706,45.68706,59.40766
944,-66.00241,-61.90701,45.63045,59.40766
945,-66.00223,-61.90696,45.54402,59.40766
946,-66.00206,-61.90691,45.44288,59.40766
947,-66.00188,-61.90686,45.36676,59.40766
948,-66.0017,-61.90681,45.29417,59.40766
949,-66.00152,-61.90676,45.2109,59.40766
950,-66.00135,-61.90671,45.16882,59.40766
951,-66.00117,-61.90666,45.11106,59.40766
952,-66.00099,-61.90661,45.04074,59.40766
953,-66.00081,-61.90657,44.9928,59.40766
954,-66.00064,-61.90652,44.94605,59.40766
955,-66.00046,-61.90647,44.87822,59.40766
956,-66.00028,-61.90642,44.8513,59.40766
957,-66.0001,-61.90637,44.84023,59.40766
958,-65.99993,-61.90633,44.80467,59.40766
959,-65.99975,-61.90628,44.80013,59.40766
960,-65.99957,-61.90623,44.79757,59.40766
961,-65.99939,-61.90618,44.76451,59.40766
962,-65.99922,-61.90612,44.74825,59.40766
963,-65.99904,-61.90607,44.74801,59.40766
964,-65.99886,-61.90602,44.74015,59.40766
965,-65.99868,-61.90597,44.7463,59.40766
966,-65.99851,-61.90592,44.75693,59.40766
967,-65.99833,-61.90587,44.72637,59.40766
968,-65.99815,-61.90582,44.71211,59.40766
969,-65.99797,-61.90577,44.70533,59.40766
970,-65.9978,-61.90572,44.68763,59.40766
971,-65.99762,-61.90567,44.68267,59.40766
972,-65.99744,-61.90562,44.69638,59.40766
973,-65.99726,-61.90557,44.70924,59.40766
974,-65.99709,-61.90552,44.72255,59.40766
975,-65.99691,-61.90547,44.69776,59.40766
976,-65.99673,-61.90542,44.66296,59.40766
977,-65.99655,-61.90537,44.67653,59.40766
978,-65.99638,-61.90532,44.7052,59.40766
979,-65.9962,-61.90527,44.70913,59.40766
980,-65.99602,-61.90522,44.68636,59.40766
981,-65.99584,-61.90517,44.67962,59.40766
982,-65.99567,-61.90513,44.68307,59.40766
983,-65.99549,-61.90508,44.66275,59.40766
984,-65.99531,-61.90503,44.66496,59.40766
985,-65.99513,-61.90498,44.66921,59.40766
986,-65.99496,-61.90493,44.64922,59.40766
987,-65.99478,-61.90488,44.63874,59.40766
988,-65.9946,-61.90483,44.64516,59.40766
989,-65.99442,-61.90478,44.62322,59.40766
990,-65.99425,-61.90473,44.61855,59.40766
991,-65.99407,-61.90468,44.63313,59.40766
992,-65.99389,-61.90463,44.65287,59.40766
993,-65.99371,-61.90458,44.66216,59.40766
994,-65.99354,-61.90453,44.6584,59.40766
995,-65.99336,-61.90449,44.67478,59.40766
996,-65.99318,-61.90444,44.66194,59.40766
997,-65.993,-61.90439,44.6507,59.40766
998,-65.99283,-61.90434,44.65825,59.40766
999,-65.99265,-61.90429,44.67317,59.40766
1000,-65.99247,-61.90424,44.68309,59.40766
1001,-65.99229,-61.90419,44.66455,59.40766
1002,-65.99212,-61.90413,44.63226,59.40766
1003,-65.99194,-61.90408,44.66077,59.40766
1004,-65.99176,-61.90403,44.69206,59.40766
1005,-65.99158,-61.90398,44.68541,59.40766
1006,-65.99141,-61.90393,44.69022,59.40766
1007,-65.99123,-61.90388,44.72935,59.40766
1008,-65.99105,-61.90383,44.70131,59.40766
1009,-65.99087,-61.90378,44.70529,59.40766
1010,-65.9907,-61.90373,44.74694,59.40766
1011,-65.99052,-61.90369,44.75617,59.40766
1012,-65.99034,-61.90364,44.74515,59.40766
1013,-65.99016,-61.90359,44.74689,59.40766
1014,-65.98999,-61.90354,44.78289,59.40766
1015,-65.98981,-61.90348,44.81289,59.40766
1016,-65.98963,-61.90343,44.84137,59.40766
1017,-65.98946,-61.90338,44.83924,59.40766
1018,-65.98928,-61.90333,44.82827,59.40766
1019,-65.9891,-61.90328,44.84044,59.40766
1020,-65.98892,-61.90323,44.86033,59.40766
1021,-65.98875,-61.90318,44.86972,59.40766
1022,-65.98857,-61.90313,44.8643,59.40766
1023,-65.98839,-61.90308,44.85825,59.40766
1024,-65.98821,-61.90304,44.8675,59.40766
1025,-65.98804,-61.90299,44.8446,59.40766
1026,-65.98786,-61.90294,44.78063,59.40766
1027,-65.98768,-61.90289,44.71162,59.40766
1028,-65.9875,-61.90284,44.65007,59.40766
1029,-65.98733,-61.90279,44.5778,59.40766
1030,-65.98715,-61.90274,44.5105,59.40766
1031,-65.98697,-61.90269,44.41243,59.40766
1032,-65.98679,-61.90264,44.32857,59.40766
1033,-65.98662,-61.90259,44.24509,59.40766
1034,-65.98644,-61.90254,44.18495,59.40766
1035,-65.98626,-61.9025,44.1502,59.40766
1036,-65.98608,-61.90245,44.1072,59.40766
1037,-65.98591,-61.9024,44.04562,59.40766
1038,-65.98573,-61.90235,43.99671,59.40766
1039,-65.98555,-61.9023,43.98532,59.40766
1040,-65.98537,-61.90225,43.99229,59.40766
1041,-65.9852,-61.9022,44.00813,59.40766
1042,-65.98502,-61.90215,44.01524,59.40766
1043,-65.98484,-61.9021,44.0187,59.40766
1044,-65.98466,-61.90205,44.03132,59.40766
1045,-65.98449,-61.902,44.06608,59.40766
1046,-65.98431,-61.90195,44.13125,59.40766
1047,-65.98413,-61.9019,44.16475,59.40766
1048,-65.98395,-61.90185,44.19156,59.40766
1049,-65.98378,-61.9018,44.22984,59.40766
1050,-65.9836,-61.90175,44.25034,59.40766
1051,-65.98342,-61.9017,44.28481,59.40766
1052,-65.98324,-61.90165,44.32692,59.40766
1053,-65.98307,-61.9016,44.36181,59.40766
1054,-65.98289,-61.90154,44.38507,59.40766
1055,-65.98271,-61.90149,44.40709,59.40766
1056,-65.98253,-61.90145,44.42217,59.40766
1057,-65.98236,-61.9014,44.44194,59.40766
1058,-65.98218,-61.90135,44.49108,59.40766
1059,-65.982,-61.9013,44.51886,59.40766
1060,-65.98182,-61.90125,44.50327,59.40766
1061,-65.98165,-61.9012,44.51352,59.40766
1062,-65.98147,-61.90115,44.54775,59.40766
1063,-65.98129,-61.9011,44.55008,59.40766
1064,-65.98111,-61.90105,44.51344,59.40766
1065,-65.98094,-61.901,44.48893,59.40766
1066,-65.98076,-61.90095,44.46764,59.40766
1067,-65.98058,-61.9009,44.44744,59.40766
1068,-65.9804,-61.90085,44.44522,59.40766
1069,-65.98023,-61.9008,44.47232,59.40766
1070,-65.98005,-61.90075,44.46236,59.40766
1071,-65.97987,-61.9007,44.41646,59.40766
1072,-65.97969,-61.90066,44.39583,59.40766
1073,-65.97952,-61.90061,44.39059,59.40766
1074,-65.97934,-61.90056,44.40247,59.40766
1075,-65.97916,-61.90051,44.40484,59.40766
1076,-65.97898,-61.90046,44.34593,59.40766
1077,-65.97881,-61.90041,44.29702,59.40766
1078,-65.97863,-61.90036,44.31728,59.40766
1079,-65.97845,-61.90031,44.33858,59.40766
1080,-65.97827,-61.90026,44.29045,59.40766
1081,-65.9781,-61.90021,44.23683,59.40766
1082,-65.97792,-61.90016,44.21231,59.40766
1083,-65.97774,-61.90011,44.19077,59.40766
1084,-65.97756,-61.90006,44.19943,59.40766
1085,-65.97739,-61.90001,44.17588,59.40766
1086,-65.97721,-61.89995,44.10894,59.40766
1087,-65.97703,-61.8999,44.0918,59.40766
1088,-65.97685,-61.89985,44.09344,59.40766
1089,-65.97668,-61.8998,44.0972,59.40766
1090,-65.9765,-61.89976,44.06132,59.40766
1091,-65.97632,-61.89971,44.02166,59.40766
1092,-65.97614,-61.89966,44.00363,59.40766
1093,-65.97597,-61.89961,43.98497,59.40766
1094,-65.97579,-61.89956,44.00725,59.40766
1095,-65.97561,-61.89951,44.01926,59.40766
1096,-65.97543,-61.89946,44.00604,59.40766
1097,-65.97526,-61.89941,43.96882,59.40766
1098,-65.97508,-61.89936,43.92493,59.40766
1099,-65.9749,-61.89931,43.92432,59.40766
1100,-65.97473,-61.89926,43.91954,59.40766
1101,-65.97455,-61.89921,43.90065,59.40766
1102,-65.97437,-61.89916,43.88147,59.40766
1103,-65.97419,-61.89911,43.86299,59.40766
1104,-65.97402,-61.89906,43.86884,59.40766
1105,-65.97384,-61.89901,43.86453,59.40766
1106,-65.97366,-61.89896,43.84185,59.40766
1107,-65.97348,-61.89891,43.83426,59.40766
1108,-65.97331,-61.89886,43.8293,59.40766
1109,-65.97313,-61.89881,43.84397,59.40766
1110,-65.97295,-61.89876,43.88378,59.40766
1111,-65.97277,-61.89871,43.90867,59.40766
1112,-65.9726,-61.89867,43.9274,59.40766
1113,-65.97242,-61.89862,43.92373,59.40766
1114,-65.97224,-61.89857,43.91594,59.40766
1115,-65.97206,-61.89852,43.92219,59.40766
1116,-65.97189,-61.89847,43.91936,59.40766
1117,-65.97171,-61.89842,43.87929,59.40766
1118,-65.97153,-61.89837,43.87172,59.40766
1119,-65.97135,-61.89832,43.89963,59.40766
1120,-65.97118,-61.89827,43.89872,59.40766
1121,-65.971,-61.89822,43.88251,59.40766
1122,-65.97082,-61.89817,43.86602,59.40766
1123,-65.97064,-61.89812,43.83923,59.40766
1124,-65.97047,-61.89806,43.8176,59.40766
1125,-65.97029,-61.89801,43.81421,59.40766
1126,-65.97011,-61.89796,43.7768,59.40766
1127,-65.96993,-61.89791,43.73811,59.40766
1128,-65.96976,-61.89786,43.71943,59.40766
1129,-65.96958,-61.89781,43.68676,59.40766
1130,-65.9694,-61.89776,43.64385,59.40766
1131,-65.96922,-61.89771,43.62729,59.40766
1132,-65.96905,-61.89766,43.59873,59.40766
1133,-65.96887,-61.89761,43.53131,59.40766
1134,-65.96869,-61.89756,43.48221,59.40766
1135,-65.96851,-61.89751,43.43298,59.40766
1136,-65.96834,-61.89746,43.39745,59.40766
1137,-65.96816,-61.89741,43.38062,59.40766
1138,-65.96798,-61.89737,43.35185,59.40766
1139,-65.9678,-61.89732,43.30171,59.40766
1140,-65.96763,-61.89727,43.26614,59.40766
1141,-65.96745,-61.89722,43.24371,59.40766
1142,-65.96727,-61.89717,43.22836,59.40766
1143,-65.96709,-61.89712,43.24369,59.40766
1144,-65.96692,-61.89707,43.27626,59.40766
1145,-65.96674,-61.89702,43.26601,59.40766
1146,-65.96656,-61.89697,43.24715,59.40766
1147,-65.96638,-61.89692,43.24379,59.40766
1148,-65.96621,-61.89687,43.23804,59.40766
1149,-65.96603,-61.89682,43.24512,59.40766
1150,-65.96585,-61.89677,43.26306,59.40766
1151,-65.96567,-61.89672,43.27888,59.40766
1152,-65.9655,-61.89667,43.28058,59.40766
1153,-65.96532,-61.89662,43.2739,59.40766
1154,-65.96514,-61.89657,43.25988,59.40766
1155,-65.96496,-61.89652,43.25269,59.40766
1156,-65.96479,-61.89647,43.27423,59.40766
1157,-65.96461,-61.89642,43.2831,59.40766
1158,-65.96443,-61.89637,43.26259,59.40766
