plot_order,LAT,LON,H_LI,LEVEL-1
64,-66.10694,-61.93635,48.41875,48.41875
65,-66.10676,-61.9363,48.67218,48.67218
66,-66.10658,-61.93625,48.91539,48.91539
67,-66.10641,-61.9362,49.14131,49.14131
68,-66.10623,-61.93615,49.36188,49.36188
69,-66.10605,-61.9361,49.56922,49.56922
70,-66.10587,-61.93605,49.76824,49.76824
71,-66.1057,-61.936,49.98958,49.98958
72,-66.10552,-61.93595,50.225,50.225
73,-66.10534,-61.9359,50.4318,50.4318
74,-66.10517,-61.93585,50.61882,50.61882
75,-66.10499,-61.9358,50.79578,50.79578
76,-66.10481,-61.93575,50.9832,50.9832
77,-66.10463,-61.9357,51.16315,51.16315
78,-66.10446,-61.93565,51.30134,51.30134
79,-66.10428,-61.93561,51.4354,51.4354
80,-66.1041,-61.93556,51.58389,51.58389
81,-66.10392,-61.9355,51.72038,51.72038
82,-66.10375,-61.93545,51.81878,51.81878
83,-66.10357,-61.9354,51.90961,51.90961
84,-66.10339,-61.93535,52.01212,52.01212
85,-66.10321,-61.9353,52.12293,52.12293
86,-66.10304,-61.93525,52.22532,52.22532
87,-66.10286,-61.9352,52.31097,52.31097
88,-66.10268,-61.93515,52.39634,52.39634
89,-66.1025,-61.9351,52.49393,52.49393
90,-66.10233,-61.93505,52.57483,52.57483
91,-66.10215,-61.935,52.62125,52.62125
92,-66.10197,-61.93495,52.68748,52.68748
93,-66.10179,-61.9349,52.78502,52.78502
94,-66.10162,-61.93485,52.85038,52.85038
95,-66.10144,-61.9348,52.89322,52.89322
96,-66.10126,-61.93475,52.94607,52.94607
97,-66.10108,-61.9347,53.00723,53.00723
98,-66.10091,-61.93465,53.06079,53.06079
99,-66.10073,-61.9346,53.11148,53.11148
100,-66.10055,-61.93455,53.15044,53.15044
101,-66.10037,-61.93451,53.20732,53.20732
102,-66.1002,-61.93446,53.2564,53.2564
103,-66.10002,-61.93441,53.29491,53.29491
104,-66.09984,-61.93436,53.33462,53.33462
105,-66.09966,-61.93431,53.38136,53.38136
106,-66.09949,-61.93425,53.44041,53.44041
107,-66.09931,-61.9342,53.50597,53.50597
108,-66.09913,-61.93415,53.51336,53.51336
109,-66.09895,-61.9341,53.51749,53.51749
110,-66.09878,-61.93405,53.5617,53.5617
111,-66.0986,-61.93399,53.60637,53.60637
112,-66.09842,-61.93394,53.63708,53.63708
113,-66.09824,-61.93389,53.66294,53.66294
114,-66.09807,-61.93384,53.68089,53.68089
115,-66.09789,-61.93379,53.68426,53.68426
116,-66.09771,-61.93374,53.69278,53.69278
117,-66.09753,-61.93369,53.71935,53.71935
118,-66.09736,-61.93364,53.75455,53.75455
119,-66.09718,-61.93359,53.7915,53.7915
120,-66.097,-61.93354,53.81192,53.81192
121,-66.09682,-61.9335,53.80237,53.80237
122,-66.09665,-61.93345,53.81636,53.81636
123,-66.09647,-61.9334,53.84745,53.84745
124,-66.09629,-61.93335,53.86978,53.86978
125,-66.09611,-61.9333,53.88463,53.88463
126,-66.09594,-61.93325,53.89505,53.89505
127,-66.09576,-61.9332,53.91681,53.91681
128,-66.09558,-61.93315,53.95638,53.95638
129,-66.0954,-61.9331,53.98002,53.98002
130,-66.09523,-61.93305,54.00269,54.00269
131,-66.09505,-61.933,54.02533,54.02533
132,-66.09487,-61.93295,54.03036,54.03036
133,-66.0947,-61.9329,54.01432,54.01432
134,-66.09452,-61.93284,54.01101,54.01101
135,-66.09434,-61.93279,54.00468,54.00579
136,-66.09416,-61.93274,54.00326,54.00579
137,-66.09399,-61.93269,53.99947,54.00579
138,-66.09381,-61.93264,54.00579,54.00579
139,-66.09363,-61.93259,53.98962,53.98962
140,-66.09345,-61.93254,53.98402,53.98402
141,-66.09328,-61.93249,53.97247,53.97247
142,-66.0931,-61.93244,53.95181,53.95181
143,-66.09292,-61.93239,53.95551,53.95551
144,-66.09274,-61.93234,53.93837,53.93837
145,-66.09257,-61.93229,53.9134,53.9134
146,-66.09239,-61.93224,53.89503,53.89503
147,-66.09221,-61.93219,53.87655,53.87655
148,-66.09203,-61.93214,53.85716,53.86978
149,-66.09186,-61.93209,53.85752,53.86978
150,-66.09168,-61.93204,53.86778,53.86978
151,-66.0915,-61.93199,53.86978,53.86978
152,-66.09132,-61.93195,53.84919,53.85012
153,-66.09115,-61.9319,53.84648,53.85012
154,-66.09097,-61.93185,53.85012,53.85012
155,-66.09079,-61.9318,53.83227,53.85012
156,-66.09061,-61.93175,53.84048,53.85012
157,-66.09044,-61.9317,53.86019,53.86019
158,-66.09026,-61.93165,53.87642,53.87642
159,-66.09008,-61.9316,53.88675,53.88675
160,-66.0899,-61.93154,53.89697,53.89697
161,-66.08973,-61.93149,53.91359,53.91359
162,-66.08955,-61.93144,53.94014,53.94014
163,-66.08937,-61.93139,53.95027,53.95027
164,-66.08919,-61.93134,53.9523,53.9523
165,-66.08902,-61.93129,53.98485,53.98485
166,-66.08884,-61.93124,54.03302,54.03302
167,-66.08866,-61.93119,54.05575,54.05575
168,-66.08848,-61.93114,54.0343,54.05575
169,-66.08831,-61.93109,54.0189,54.05575
170,-66.08813,-61.93104,54.0403,54.05575
171,-66.08795,-61.93099,54.08197,54.08197
172,-66.08777,-61.93094,54.10479,54.10479
173,-66.0876,-61.93089,54.08347,54.08347
174,-66.08742,-61.93084,54.05909,54.05909
175,-66.08724,-61.93079,54.03959,54.04356
176,-66.08706,-61.93074,54.03418,54.04356
177,-66.08689,-61.93069,54.04356,54.04356
178,-66.08671,-61.93064,54.03408,54.03408
179,-66.08653,-61.9306,54.0131,54.03065
180,-66.08635,-61.93055,54.01414,54.03065
181,-66.08618,-61.9305,54.03065,54.03065
182,-66.086,-61.93045,54.01363,54.01363
183,-66.08582,-61.93039,53.98719,53.98719
184,-66.08564,-61.93034,53.96747,53.96747
185,-66.08547,-61.93029,53.94538,53.94538
186,-66.08529,-61.93024,53.9268,53.9268
187,-66.08511,-61.93018,53.92907,53.92907
188,-66.08494,-61.93013,53.90081,53.90272
189,-66.08476,-61.93008,53.88564,53.90272
190,-66.08458,-61.93003,53.88964,53.90272
191,-66.0844,-61.92998,53.89469,53.90272
192,-66.08423,-61.92993,53.90272,53.90272
193,-66.08405,-61.92988,53.89558,53.90272
194,-66.08387,-61.92984,53.87695,53.90272
195,-66.08369,-61.92979,53.85352,53.90272
196,-66.08352,-61.92974,53.82891,53.90272
197,-66.08334,-61.92969,53.85586,53.90272
198,-66.08316,-61.92964,53.90558,53.90558
199,-66.08298,-61.92959,53.92093,53.92093
200,-66.0828,-61.92954,53.92723,53.92723
201,-66.08262,-61.92949,53.96717,53.96717
202,-66.08245,-61.92944,53.99949,53.99949
203,-66.08227,-61.92939,53.99395,53.99395
204,-66.0821,-61.92934,54.00764,54.00764
205,-66.08192,-61.92929,54.02893,54.02893
206,-66.08174,-61.92924,54.04696,54.04696
207,-66.08156,-61.92919,54.07027,54.07027
208,-66.08139,-61.92914,54.09283,54.09283
209,-66.08121,-61.92909,54.09557,54.09557
210,-66.08103,-61.92904,54.10371,54.10371
211,-66.08085,-61.92899,54.11493,54.11493
212,-66.08068,-61.92894,54.08132,54.10379
213,-66.0805,-61.92889,54.07448,54.10379
214,-66.08032,-61.92884,54.10379,54.10379
215,-66.08014,-61.92879,54.09588,54.09588
216,-66.07997,-61.92874,54.06279,54.09044
217,-66.07979,-61.92869,54.07098,54.09044
218,-66.07961,-61.92864,54.09044,54.09044
219,-66.07943,-61.92859,54.05797,54.05797
220,-66.07926,-61.92854,54.01865,54.0556
221,-66.07908,-61.92849,54.02805,54.0556
222,-66.0789,-61.92844,54.03511,54.0556
223,-66.07872,-61.92839,54.04627,54.0556
224,-66.07855,-61.92834,54.0556,54.0556
225,-66.07837,-61.9283,54.03415,54.03693
226,-66.07819,-61.92825,54.03344,54.03693
227,-66.07801,-61.92819,54.03693,54.03693
228,-66.07784,-61.92814,54.02266,54.02266
229,-66.07766,-61.92809,54.03275,54.03275
230,-66.07748,-61.92804,54.0233,54.0233
231,-66.0773,-61.92799,54.00601,54.00601
232,-66.07713,-61.92794,53.97224,53.97224
233,-66.07695,-61.92789,53.92455,53.92455
234,-66.07677,-61.92784,53.92895,53.92895
235,-66.07659,-61.92779,53.92102,53.92102
236,-66.07642,-61.92774,53.89548,53.89548
237,-66.07624,-61.92769,53.88394,53.88491
238,-66.07606,-61.92764,53.87608,53.88491
239,-66.07588,-61.92759,53.88491,53.88491
240,-66.07571,-61.92754,53.87812,53.87812
241,-66.07553,-61.92749,53.86033,53.86033
242,-66.07535,-61.92744,53.84845,53.84845
243,-66.07517,-61.92739,53.85756,53.85756
244,-66.075,-61.92734,53.84945,53.84945
245,-66.07482,-61.92729,53.83019,53.83019
246,-66.07464,-61.92724,53.79707,53.79707
247,-66.07446,-61.92719,53.74982,53.74982
248,-66.07429,-61.92714,53.69863,53.69863
249,-66.07411,-61.92709,53.67298,53.67298
250,-66.07393,-61.92704,53.65233,53.65233
251,-66.07375,-61.92699,53.62275,53.62275
252,-66.07358,-61.92694,53.58997,53.58997
253,-66.0734,-61.92689,53.55379,53.55379
254,-66.07322,-61.92684,53.54307,53.54307
255,-66.07304,-61.92679,53.54325,53.54325
256,-66.07287,-61.92674,53.53101,53.53101
257,-66.07269,-61.92669,53.50496,53.52355
258,-66.07251,-61.92664,53.48458,53.52355
259,-66.07234,-61.92659,53.48433,53.52355
260,-66.07216,-61.92654,53.47589,53.52355
261,-66.07198,-61.92649,53.45591,53.52355
262,-66.0718,-61.92644,53.43568,53.52355
263,-66.07163,-61.92639,53.46953,53.52355
264,-66.07145,-61.92634,53.51167,53.52355
265,-66.07127,-61.92629,53.52355,53.52355
266,-66.07109,-61.92624,53.52164,53.52164
267,-66.07092,-61.92619,53.53003,53.53003
268,-66.07074,-61.92614,53.52427,53.53003
269,-66.07056,-61.92609,53.52913,53.53003
270,-66.07038,-61.92604,53.53766,53.53766
271,-66.07021,-61.92599,53.51477,53.51477
272,-66.07003,-61.92594,53.49844,53.49844
273,-66.06985,-61.92589,53.4993,53.4993
274,-66.06967,-61.92584,53.48975,53.48975
275,-66.0695,-61.92579,53.47442,53.47442
276,-66.06932,-61.92574,53.46783,53.46783
277,-66.06914,-61.92569,53.4605,53.4605
278,-66.06896,-61.92564,53.43839,53.43839
279,-66.06879,-61.92559,53.40913,53.40913
280,-66.06861,-61.92554,53.39402,53.39402
281,-66.06843,-61.92549,53.34075,53.34075
282,-66.06825,-61.92544,53.31791,53.31791
283,-66.06808,-61.92539,53.30227,53.30227
284,-66.0679,-61.92534,53.25488,53.25488
285,-66.06772,-61.92529,53.21847,53.21847
286,-66.06754,-61.92524,53.17568,53.17568
287,-66.06737,-61.92519,53.12717,53.12717
288,-66.06719,-61.92514,53.07408,53.07408
289,-66.06701,-61.92509,53.02379,53.02379
290,-66.06683,-61.92504,52.99098,52.99098
291,-66.06666,-61.92499,52.96523,52.96523
292,-66.06648,-61.92494,52.91856,52.91856
293,-66.0663,-61.92489,52.89138,52.89138
294,-66.06612,-61.92484,52.85955,52.85955
295,-66.06595,-61.92479,52.80264,52.80264
296,-66.06577,-61.92474,52.72963,52.72963
297,-66.06559,-61.92469,52.70104,52.70104
298,-66.06541,-61.92464,52.71833,52.71833
299,-66.06524,-61.92459,52.6936,52.6936
300,-66.06506,-61.92454,52.66832,52.67845
301,-66.06488,-61.92449,52.67122,52.67845
302,-66.0647,-61.92444,52.67845,52.67845
303,-66.06453,-61.92439,52.65778,52.65778
304,-66.06435,-61.92434,52.6302,52.6302
305,-66.06417,-61.92429,52.59739,52.59739
306,-66.06399,-61.92424,52.56722,52.56722
307,-66.06382,-61.92419,52.54602,52.54602
308,-66.06364,-61.92414,52.53424,52.53424
309,-66.06346,-61.92409,52.52718,52.52718
310,-66.06328,-61.92404,52.52237,52.52237
311,-66.06311,-61.92399,52.51868,52.51868
312,-66.06293,-61.92394,52.50314,52.50314
313,-66.06275,-61.92389,52.47265,52.47265
314,-66.06257,-61.92384,52.4327,52.4327
315,-66.0624,-61.92379,52.41999,52.41999
316,-66.06222,-61.92375,52.42151,52.42151
317,-66.06204,-61.9237,52.41619,52.41619
318,-66.06186,-61.92365,52.37832,52.37832
319,-66.06169,-61.9236,52.32001,52.32001
320,-66.06151,-61.92355,52.30392,52.30392
321,-66.06133,-61.9235,52.31207,52.31207
322,-66.06115,-61.92345,52.30229,52.30229
323,-66.06098,-61.9234,52.31381,52.31381
324,-66.0608,-61.92335,52.32566,52.32566
325,-66.06062,-61.9233,52.34532,52.34532
326,-66.06044,-61.92325,52.36062,52.36062
327,-66.06027,-61.9232,52.36927,52.36927
328,-66.06009,-61.92315,52.3394,52.3394
329,-66.05991,-61.9231,52.28815,52.28815
330,-66.05973,-61.92305,52.26889,52.26889
331,-66.05956,-61.923,52.25575,52.25575
332,-66.05938,-61.92295,52.23836,52.23836
333,-66.0592,-61.9229,52.24706,52.24706
334,-66.05903,-61.92285,52.2157,52.2157
335,-66.05885,-61.9228,52.18262,52.18605
336,-66.05867,-61.92275,52.18221,52.18605
337,-66.05849,-61.9227,52.18605,52.18605
338,-66.05832,-61.92265,52.17777,52.18605
339,-66.05814,-61.9226,52.174,52.18605
340,-66.05796,-61.92255,52.17038,52.18605
341,-66.05778,-61.9225,52.16156,52.18605
342,-66.05761,-61.92244,52.18106,52.18605
343,-66.05743,-61.92239,52.22376,52.22376
344,-66.05725,-61.92234,52.24698,52.24698
345,-66.05707,-61.92229,52.25753,52.25753
346,-66.0569,-61.92225,52.24781,52.24781
347,-66.05672,-61.9222,52.24262,52.24262
348,-66.05654,-61.92215,52.24279,52.24279
349,-66.05636,-61.9221,52.21368,52.24279
350,-66.05619,-61.92205,52.22318,52.24279
351,-66.05601,-61.922,52.24284,52.24284
352,-66.05583,-61.92195,52.26075,52.26075
353,-66.05565,-61.9219,52.27002,52.27002
354,-66.05548,-61.92185,52.24193,52.24193
355,-66.0553,-61.9218,52.20896,52.20896
356,-66.05512,-61.92175,52.18114,52.19703
357,-66.05494,-61.9217,52.17431,52.19703
358,-66.05477,-61.92165,52.16271,52.19703
359,-66.05459,-61.9216,52.16803,52.19703
360,-66.05441,-61.92155,52.18843,52.19703
361,-66.05423,-61.9215,52.19175,52.19703
362,-66.05406,-61.92145,52.19703,52.19703
363,-66.05388,-61.9214,52.18466,52.18466
364,-66.0537,-61.92135,52.14109,52.14109
365,-66.05352,-61.92131,52.11394,52.11394
366,-66.05335,-61.92126,52.10984,52.11097
367,-66.05317,-61.92121,52.10655,52.11097
368,-66.05299,-61.92116,52.10199,52.11097
369,-66.05281,-61.92111,52.11097,52.11097
370,-66.05264,-61.92106,52.09934,52.10804
371,-66.05246,-61.92101,52.10025,52.10804
372,-66.05228,-61.92096,52.10804,52.10804
373,-66.0521,-61.92091,52.10078,52.10078
374,-66.05193,-61.92086,52.07097,52.07097
375,-66.05175,-61.92081,52.05182,52.05182
376,-66.05157,-61.92076,52.03537,52.03537
377,-66.05139,-61.92071,52.02425,52.02829
378,-66.05122,-61.92066,52.02657,52.02829
379,-66.05104,-61.92061,52.02829,52.02829
380,-66.05086,-61.92056,52.00063,52.00063
381,-66.05068,-61.92051,51.96769,51.97691
382,-66.05051,-61.92046,51.94007,51.97691
383,-66.05033,-61.92041,51.94958,51.97691
384,-66.05015,-61.92036,51.97691,51.97691
385,-66.04997,-61.92031,51.97541,51.97541
386,-66.0498,-61.92026,51.97506,51.97506
387,-66.04962,-61.92021,51.95457,51.95457
388,-66.04944,-61.92016,51.9164,51.93732
389,-66.04926,-61.92011,51.9072,51.93732
390,-66.04909,-61.92006,51.91862,51.93732
391,-66.04891,-61.92001,51.93732,51.93732
392,-66.04873,-61.91996,51.92014,51.93732
393,-66.04855,-61.91991,51.89175,51.93732
394,-66.04838,-61.91986,51.88192,51.93732
395,-66.0482,-61.91981,51.88683,51.93732
396,-66.04802,-61.91976,51.89155,51.93732
397,-66.04784,-61.91971,51.89408,51.93732
398,-66.04767,-61.91966,51.91687,51.93732
399,-66.04749,-61.91961,51.94042,51.94042
400,-66.04731,-61.91956,51.93365,51.94042
401,-66.04713,-61.91951,51.92836,51.94042
402,-66.04696,-61.91946,51.94076,51.94076
403,-66.04678,-61.91942,51.94787,51.94787
404,-66.0466,-61.91937,51.9426,51.9426
405,-66.04642,-61.91932,51.94593,51.94593
406,-66.04625,-61.91927,51.94472,51.94593
407,-66.04607,-61.91922,51.94467,51.94593
408,-66.04589,-61.91917,51.9532,51.9532
409,-66.04571,-61.91912,51.94415,51.94415
410,-66.04554,-61.91907,51.9285,51.9285
411,-66.04536,-61.91902,51.96334,51.96334
412,-66.04518,-61.91897,51.9729,51.9729
413,-66.045,-61.91892,51.96535,51.9677
414,-66.04483,-61.91887,51.95686,51.9677
415,-66.04465,-61.91882,51.95097,51.9677
416,-66.04447,-61.91877,51.93962,51.9677
417,-66.04429,-61.91872,51.9317,51.9677
418,-66.04412,-61.91867,51.95192,51.9677
419,-66.04394,-61.91862,51.96152,51.9677
420,-66.04376,-61.91857,51.96371,51.9677
421,-66.04359,-61.91852,51.9677,51.9677
422,-66.04341,-61.91847,51.96355,51.96355
423,-66.04323,-61.91842,51.93893,51.94334
424,-66.04305,-61.91837,51.92449,51.94334
425,-66.04288,-61.91832,51.9285,51.94334
426,-66.0427,-61.91827,51.93429,51.94334
427,-66.04252,-61.91822,51.94334,51.94334
428,-66.04234,-61.91817,51.92812,51.94334
429,-66.04217,-61.91812,51.93483,51.94334
430,-66.04199,-61.91807,51.96929,51.96929
431,-66.04181,-61.91802,51.96309,51.96309
432,-66.04163,-61.91797,51.92831,51.92831
433,-66.04146,-61.91792,51.91241,51.91241
434,-66.04128,-61.91787,51.92139,51.92139
435,-66.0411,-61.91783,51.91358,51.92139
436,-66.04092,-61.91778,51.89674,51.92139
437,-66.04075,-61.91773,51.89265,51.92139
438,-66.04057,-61.91768,51.90565,51.92139
439,-66.04039,-61.91763,51.9161,51.92139
440,-66.04021,-61.91758,51.93552,51.93552
441,-66.04004,-61.91753,51.94075,51.94075
442,-66.03986,-61.91748,51.92175,51.92175
443,-66.03968,-61.91743,51.91243,51.91243
444,-66.0395,-61.91738,51.90985,51.90985
445,-66.03933,-61.91733,51.88668,51.88668
446,-66.03915,-61.91728,51.84819,51.85815
447,-66.03897,-61.91723,51.83952,51.85815
448,-66.03879,-61.91718,51.8318,51.85815
449,-66.03862,-61.91713,51.82429,51.85815
450,-66.03844,-61.91708,51.84926,51.85815
451,-66.03826,-61.91703,51.8548,51.85815
452,-66.03808,-61.91698,51.85815,51.85815
453,-66.03791,-61.91694,51.85255,51.85255
454,-66.03773,-61.91689,51.83463,51.83463
455,-66.03755,-61.91684,51.85217,51.85217
456,-66.03737,-61.91679,51.85104,51.85104
457,-66.0372,-61.91674,51.83176,51.83176
458,-66.03702,-61.91669,51.84105,51.84105
459,-66.03684,-61.91664,51.82672,51.83355
460,-66.03666,-61.91659,51.82077,51.83355
461,-66.03649,-61.91654,51.83355,51.83355
462,-66.03631,-61.91649,51.82111,51.82111
463,-66.03613,-61.91644,51.79967,51.80677
464,-66.03595,-61.91639,51.79688,51.80677
465,-66.03578,-61.91634,51.78088,51.80677
466,-66.0356,-61.91629,51.75668,51.80677
467,-66.03542,-61.91623,51.74978,51.80677
468,-66.03524,-61.91618,51.77149,51.80677
469,-66.03507,-61.91613,51.77693,51.80677
470,-66.03489,-61.91608,51.78591,51.80677
471,-66.03471,-61.91603,51.80006,51.80677
472,-66.03453,-61.91599,51.80677,51.80677
473,-66.03436,-61.91594,51.79376,51.79376
474,-66.03418,-61.91589,51.75392,51.75392
475,-66.034,-61.91584,51.72376,51.72376
476,-66.03382,-61.91579,51.72196,51.72196
477,-66.03365,-61.91574,51.72323,51.72323
478,-66.03347,-61.91569,51.71696,51.72066
479,-66.03329,-61.91564,51.70942,51.72066
480,-66.03311,-61.91559,51.71855,51.72066
481,-66.03294,-61.91554,51.72066,51.72066
482,-66.03276,-61.91549,51.70121,51.70121
483,-66.03258,-61.91544,51.67279,51.67279
484,-66.0324,-61.91539,51.61821,51.61821
485,-66.03223,-61.91534,51.55928,51.55928
486,-66.03205,-61.91529,51.5091,51.5091
487,-66.03187,-61.91524,51.48393,51.48393
488,-66.03169,-61.91519,51.44887,51.44887
489,-66.03152,-61.91514,51.3961,51.3961
490,-66.03134,-61.91509,51.35148,51.35148
491,-66.03116,-61.91504,51.31908,51.31908
492,-66.03098,-61.91499,51.2821,51.2821
493,-66.03081,-61.91494,51.2242,51.2242
494,-66.03063,-61.91489,51.17059,51.17059
495,-66.03045,-61.91484,51.1208,51.1208
496,-66.03027,-61.91479,51.06655,51.06655
497,-66.0301,-61.91474,51.01433,51.01433
498,-66.02992,-61.91469,50.97321,50.97321
499,-66.02974,-61.91465,50.94294,50.94294
500,-66.02956,-61.9146,50.89369,50.89369
501,-66.02939,-61.91455,50.82671,50.82671
502,-66.02921,-61.9145,50.78106,50.78106
503,-66.02903,-61.91445,50.75178,50.75178
504,-66.02885,-61.9144,50.69431,50.69431
505,-66.02868,-61.91435,50.5975,50.5975
506,-66.0285,-61.9143,50.56945,50.56945
507,-66.02832,-61.91425,50.56952,50.56952
508,-66.02814,-61.9142,50.53583,50.53583
509,-66.02797,-61.91415,50.52565,50.52565
510,-66.02779,-61.91411,50.53358,50.53358
511,-66.02761,-61.91406,50.52362,50.53358
512,-66.02743,-61.91401,50.52177,50.53358
513,-66.02726,-61.91396,50.53215,50.53358
514,-66.02708,-61.91391,50.55909,50.55909
515,-66.0269,-61.91386,50.61221,50.61221
516,-66.02672,-61.91381,50.67939,50.67939
517,-66.02655,-61.91376,50.7552,50.7552
518,-66.02637,-61.91371,50.80197,50.80197
519,-66.02619,-61.91366,50.87889,50.87889
520,-66.02601,-61.91361,51.00545,51.00545
521,-66.02584,-61.91356,51.13724,51.13724
522,-66.02566,-61.91351,51.26695,51.26695
523,-66.02548,-61.91346,51.38209,51.38209
524,-66.02531,-61.91341,51.46708,51.46708
525,-66.02513,-61.91336,51.57385,51.57385
526,-66.02495,-61.91331,51.71969,51.71969
527,-66.02477,-61.91326,51.84644,51.84644
528,-66.0246,-61.91321,51.93086,51.93086
529,-66.02442,-61.91316,52.02554,52.02554
530,-66.02424,-61.91311,52.08355,52.08355
531,-66.02406,-61.91306,52.13927,52.13927
532,-66.02389,-61.91301,52.19534,52.19534
533,-66.02371,-61.91296,52.19189,52.19189
534,-66.02353,-61.91291,52.14968,52.14968
535,-66.02335,-61.91286,52.09384,52.09384
536,-66.02318,-61.91281,52.01702,52.01702
537,-66.023,-61.91276,51.9191,51.9191
538,-66.02282,-61.91271,51.79717,51.79717
539,-66.02264,-61.91266,51.60109,51.60109
540,-66.02247,-61.91261,51.34803,51.34803
541,-66.02229,-61.91257,51.04203,51.04203
542,-66.02211,-61.91252,50.67805,50.67805
543,-66.02193,-61.91247,50.23584,50.23584
544,-66.02176,-61.91242,49.74258,49.8076
545,-66.02158,-61.91237,49.21923,49.8076
546,-66.0214,-61.91232,48.51768,49.8076
547,-66.02122,-61.91227,47.61749,49.8076
548,-66.02105,-61.91222,46.68143,49.8076
549,-66.02087,-61.91217,45.54258,49.8076
550,-66.02069,-61.91212,44.10303,49.8076
551,-66.02051,-61.91207,42.44359,49.8076
552,-66.02034,-61.91202,40.4736,49.8076
553,-66.02016,-61.91197,38.18773,49.8076
554,-66.01998,-61.91192,35.57564,49.8076
555,-66.0198,-61.91188,32.75541,49.8076
556,-66.01963,-61.91183,30.08849,49.8076
557,-66.01945,-61.91178,28.08866,49.8076
558,-66.01927,-61.91173,28.05454,49.8076
559,-66.01909,-61.91168,29.22488,49.8076
560,-66.01874,-61.91158,39.90919,49.8076
561,-66.01856,-61.91153,42.48092,49.8076
562,-66.01838,-61.91148,44.1944,49.8076
563,-66.01821,-61.91143,45.49143,49.8076
564,-66.01803,-61.91138,46.69473,49.8076
565,-66.01785,-61.91133,47.62177,49.8076
566,-66.01767,-61.91128,48.39153,49.8076
567,-66.0175,-61.91123,49.0043,49.8076
568,-66.01732,-61.91118,49.39894,49.8076
569,-66.01714,-61.91113,49.67819,49.8076
570,-66.01696,-61.91108,49.8076,49.8076
571,-66.01679,-61.91103,49.7825,49.7825
572,-66.01661,-61.91099,49.63778,49.63778
573,-66.01643,-61.91094,49.4287,49.4287
574,-66.01625,-61.91089,49.12993,49.12993
575,-66.01608,-61.91084,48.75368,48.75368
576,-66.0159,-61.91079,48.28207,48.28207
577,-66.01572,-61.91074,47.7581,47.76365
578,-66.01554,-61.91069,47.2043,47.76365
579,-66.01537,-61.91064,46.58017,47.76365
580,-66.01519,-61.91059,45.88058,47.76365
581,-66.01501,-61.91054,45.11297,47.76365
582,-66.01483,-61.91049,44.22543,47.76365
