plot_order,LAT,LON,H_LI,LEVEL-1
579,-66.06737,-61.92519,53.12717,53.12717
580,-66.06719,-61.92514,53.07408,53.07408
581,-66.06701,-61.92509,53.02379,53.02379
582,-66.06683,-61.92504,52.99098,52.99098
583,-66.06666,-61.92499,52.96523,52.96523
584,-66.06648,-61.92494,52.91856,52.91856
585,-66.0663,-61.92489,52.89138,52.89138
586,-66.06612,-61.92484,52.85955,52.85955
587,-66.06595,-61.92479,52.80264,52.80264
588,-66.06577,-61.92474,52.72963,52.72963
589,-66.06559,-61.92469,52.70104,52.70104
590,-66.06541,-61.92464,52.71833,52.71833
591,-66.06524,-61.92459,52.6936,52.6936
592,-66.06506,-61.92454,52.66832,52.66832
593,-66.06488,-61.92449,52.67122,52.67122
594,-66.0647,-61.92444,52.67845,52.67845
595,-66.06453,-61.92439,52.65778,52.65778
596,-66.06435,-61.92434,52.6302,52.6302
597,-66.06417,-61.92429,52.59739,52.59739
598,-66.06399,-61.92424,52.56722,52.56722
599,-66.06382,-61.92419,52.54602,52.54602
600,-66.06364,-61.92414,52.53424,52.53424
601,-66.06346,-61.92409,52.52718,52.52718
602,-66.06328,-61.92404,52.52237,52.52237
603,-66.06311,-61.92399,52.51868,52.51868
604,-66.06293,-61.92394,52.50314,52.50314
605,-66.06275,-61.92389,52.47265,52.47265
606,-66.06257,-61.92384,52.4327,52.4327
607,-66.0624,-61.92379,52.41999,52.41999
608,-66.06222,-61.92375,52.42151,52.42151
609,-66.06204,-61.9237,52.41619,52.41619
610,-66.06186,-61.92365,52.37832,52.37832
611,-66.06169,-61.9236,52.32001,52.32001
612,-66.06151,-61.92355,52.30392,52.30392
613,-66.06133,-61.9235,52.31207,52.31207
614,-66.06115,-61.92345,52.30229,52.30229
615,-66.06098,-61.9234,52.31381,52.31381
616,-66.0608,-61.92335,52.32566,52.32566
617,-66.06062,-61.9233,52.34532,52.34532
618,-66.06044,-61.92325,52.36062,52.36062
619,-66.06027,-61.9232,52.36927,52.36927
620,-66.06009,-61.92315,52.3394,52.3394
621,-66.05991,-61.9231,52.28815,52.28815
622,-66.05973,-61.92305,52.26889,52.26889
623,-66.05956,-61.923,52.25575,52.25575
624,-66.05938,-61.92295,52.23836,52.23836
625,-66.0592,-61.9229,52.24706,52.24706
626,-66.05903,-61.92285,52.2157,52.2157
627,-66.05885,-61.9228,52.18262,52.18262
628,-66.05867,-61.92275,52.18221,52.18221
629,-66.05849,-61.9227,52.18605,52.18605
630,-66.05832,-61.92265,52.17777,52.17777
631,-66.05814,-61.9226,52.174,52.174
632,-66.05796,-61.92255,52.17038,52.17038
633,-66.05778,-61.9225,52.16156,52.16156
634,-66.05761,-61.92244,52.18106,52.18106
635,-66.05743,-61.92239,52.22376,52.22376
636,-66.05725,-61.92234,52.24698,52.24698
637,-66.05707,-61.92229,52.25753,52.25753
638,-66.0569,-61.92225,52.24781,52.24781
639,-66.05672,-61.9222,52.24262,52.24262
640,-66.05654,-61.92215,52.24279,52.24279
641,-66.05636,-61.9221,52.21368,52.21368
642,-66.05619,-61.92205,52.22318,52.22318
643,-66.05601,-61.922,52.24284,52.24284
644,-66.05583,-61.92195,52.26075,52.26075
645,-66.05565,-61.9219,52.27002,52.27002
646,-66.05548,-61.92185,52.24193,52.24193
647,-66.0553,-61.9218,52.20896,52.20896
648,-66.05512,-61.92175,52.18114,52.18114
649,-66.05494,-61.9217,52.17431,52.17431
650,-66.05477,-61.92165,52.16271,52.16271
651,-66.05459,-61.9216,52.16803,52.16803
652,-66.05441,-61.92155,52.18843,52.18843
653,-66.05423,-61.9215,52.19175,52.19175
654,-66.05406,-61.92145,52.19703,52.19703
655,-66.05388,-61.9214,52.18466,52.18466
656,-66.0537,-61.92135,52.14109,52.14109
657,-66.05352,-61.92131,52.11394,52.11394
658,-66.05335,-61.92126,52.10984,52.10984
659,-66.05317,-61.92121,52.10655,52.10655
660,-66.05299,-61.92116,52.10199,52.10199
661,-66.05281,-61.92111,52.11097,52.11097
662,-66.05264,-61.92106,52.09934,52.09934
663,-66.05246,-61.92101,52.10025,52.10025
664,-66.05228,-61.92096,52.10804,52.10804
665,-66.0521,-61.92091,52.10078,52.10078
666,-66.05193,-61.92086,52.07097,52.07097
667,-66.05175,-61.92081,52.05182,52.05182
668,-66.05157,-61.92076,52.03537,52.03537
669,-66.05139,-61.92071,52.02425,52.02425
670,-66.05122,-61.92066,52.02657,52.02657
671,-66.05104,-61.92061,52.02829,52.02829
672,-66.05086,-61.92056,52.00063,52.00063
673,-66.05068,-61.92051,51.96769,51.96769
674,-66.05051,-61.92046,51.94007,51.94007
675,-66.05033,-61.92041,51.94958,51.94958
676,-66.05015,-61.92036,51.97691,51.97691
677,-66.04997,-61.92031,51.97541,51.97541
678,-66.0498,-61.92026,51.97506,51.97506
679,-66.04962,-61.92021,51.95457,51.95457
680,-66.04944,-61.92016,51.9164,51.9164
681,-66.04926,-61.92011,51.9072,51.9072
682,-66.04909,-61.92006,51.91862,51.91862
683,-66.04891,-61.92001,51.93732,51.93732
684,-66.04873,-61.91996,51.92014,51.92014
685,-66.04855,-61.91991,51.89175,51.89175
686,-66.04838,-61.91986,51.88192,51.88192
687,-66.0482,-61.91981,51.88683,51.88683
688,-66.04802,-61.91976,51.89155,51.89155
689,-66.04784,-61.91971,51.89408,51.89408
690,-66.04767,-61.91966,51.91687,51.91687
691,-66.04749,-61.91961,51.94042,51.94042
692,-66.04731,-61.91956,51.93365,51.93365
693,-66.04713,-61.91951,51.92836,51.92836
694,-66.04696,-61.91946,51.94076,51.94076
695,-66.04678,-61.91942,51.94787,51.94787
696,-66.0466,-61.91937,51.9426,51.9426
697,-66.04642,-61.91932,51.94593,51.94593
698,-66.04625,-61.91927,51.94472,51.94472
699,-66.04607,-61.91922,51.94467,51.94467
700,-66.04589,-61.91917,51.9532,51.9532
701,-66.04571,-61.91912,51.94415,51.94415
702,-66.04554,-61.91907,51.9285,51.9285
703,-66.04536,-61.91902,51.96334,51.96334
704,-66.04518,-61.91897,51.9729,51.9729
705,-66.045,-61.91892,51.96535,51.96535
706,-66.04483,-61.91887,51.95686,51.95686
707,-66.04465,-61.91882,51.95097,51.95097
708,-66.04447,-61.91877,51.93962,51.93962
709,-66.04429,-61.91872,51.9317,51.9317
710,-66.04412,-61.91867,51.95192,51.95192
711,-66.04394,-61.91862,51.96152,51.96152
712,-66.04376,-61.91857,51.96371,51.96371
713,-66.04359,-61.91852,51.9677,51.9677
714,-66.04341,-61.91847,51.96355,51.96355
715,-66.04323,-61.91842,51.93893,51.93893
716,-66.04305,-61.91837,51.92449,51.92449
717,-66.04288,-61.91832,51.9285,51.9285
718,-66.0427,-61.91827,51.93429,51.93429
719,-66.04252,-61.91822,51.94334,51.94334
720,-66.04234,-61.91817,51.92812,51.92812
721,-66.04217,-61.91812,51.93483,51.93483
722,-66.04199,-61.91807,51.96929,51.96929
723,-66.04181,-61.91802,51.96309,51.96309
724,-66.04163,-61.91797,51.92831,51.92831
725,-66.04146,-61.91792,51.91241,51.91241
726,-66.04128,-61.91787,51.92139,51.92139
727,-66.0411,-61.91783,51.91358,51.91358
728,-66.04092,-61.91778,51.89674,51.89674
729,-66.04075,-61.91773,51.89265,51.89265
730,-66.04057,-61.91768,51.90565,51.90565
731,-66.04039,-61.91763,51.9161,51.9161
732,-66.04021,-61.91758,51.93552,51.93552
733,-66.04004,-61.91753,51.94075,51.94075
734,-66.03986,-61.91748,51.92175,51.92175
735,-66.03968,-61.91743,51.91243,51.91243
736,-66.0395,-61.91738,51.90985,51.90985
737,-66.03933,-61.91733,51.88668,51.88668
738,-66.03915,-61.91728,51.84819,51.84819
739,-66.03897,-61.91723,51.83952,51.83952
740,-66.03879,-61.91718,51.8318,51.8318
741,-66.03862,-61.91713,51.82429,51.82429
742,-66.03844,-61.91708,51.84926,51.84926
743,-66.03826,-61.91703,51.8548,51.8548
744,-66.03808,-61.91698,51.85815,51.85815
745,-66.03791,-61.91694,51.85255,51.85255
746,-66.03773,-61.91689,51.83463,51.83463
747,-66.03755,-61.91684,51.85217,51.85217
748,-66.03737,-61.91679,51.85104,51.85104
749,-66.0372,-61.91674,51.83176,51.83176
750,-66.03702,-61.91669,51.84105,51.84105
751,-66.03684,-61.91664,51.82672,51.82672
752,-66.03666,-61.91659,51.82077,51.82077
753,-66.03649,-61.91654,51.83355,51.83355
754,-66.03631,-61.91649,51.82111,51.82111
755,-66.03613,-61.91644,51.79967,51.79967
756,-66.03595,-61.91639,51.79688,51.79688
757,-66.03578,-61.91634,51.78088,51.78088
758,-66.0356,-61.91629,51.75668,51.75668
759,-66.03542,-61.91623,51.74978,51.74978
760,-66.03524,-61.91618,51.77149,51.77149
761,-66.03507,-61.91613,51.77693,51.77693
762,-66.03489,-61.91608,51.78591,51.78591
763,-66.03471,-61.91603,51.80006,51.80006
764,-66.03453,-61.91599,51.80677,51.80677
765,-66.03436,-61.91594,51.79376,51.79376
766,-66.03418,-61.91589,51.75392,51.75392
767,-66.034,-61.91584,51.72376,51.72376
768,-66.03382,-61.91579,51.72196,51.72196
769,-66.03365,-61.91574,51.72323,51.72323
770,-66.03347,-61.91569,51.71696,51.71696
771,-66.03329,-61.91564,51.70942,51.70942
772,-66.03311,-61.91559,51.71855,51.71855
773,-66.03294,-61.91554,51.72066,51.72066
774,-66.03276,-61.91549,51.70121,51.70121
775,-66.03258,-61.91544,51.67279,51.67279
776,-66.0324,-61.91539,51.61821,51.61821
777,-66.03223,-61.91534,51.55928,51.55928
778,-66.03205,-61.91529,51.5091,51.5091
779,-66.03187,-61.91524,51.48393,51.48393
780,-66.03169,-61.91519,51.44887,51.44887
781,-66.03152,-61.91514,51.3961,51.3961
782,-66.03134,-61.91509,51.35148,51.35148
783,-66.03116,-61.91504,51.31908,51.31908
784,-66.03098,-61.91499,51.2821,51.2821
785,-66.03081,-61.91494,51.2242,51.2242
786,-66.03063,-61.91489,51.17059,51.17059
787,-66.03045,-61.91484,51.1208,51.1208
788,-66.03027,-61.91479,51.06655,51.06655
789,-66.0301,-61.91474,51.01433,51.01433
790,-66.02992,-61.91469,50.97321,50.97321
791,-66.02974,-61.91465,50.94294,50.94294
792,-66.02956,-61.9146,50.89369,50.89369
793,-66.02939,-61.91455,50.82671,50.82671
794,-66.02921,-61.9145,50.78106,50.78106
795,-66.02903,-61.91445,50.75178,50.75178
796,-66.02885,-61.9144,50.69431,50.69431
797,-66.02868,-61.91435,50.5975,50.5975
798,-66.0285,-61.9143,50.56945,50.56945
799,-66.02832,-61.91425,50.56952,50.56952
800,-66.02814,-61.9142,50.53583,50.53583
801,-66.02797,-61.91415,50.52565,50.52565
802,-66.02779,-61.91411,50.53358,50.53358
803,-66.02761,-61.91406,50.52362,50.52362
804,-66.02743,-61.91401,50.52177,50.52177
805,-66.02726,-61.91396,50.53215,50.53215
806,-66.02708,-61.91391,50.55909,50.55909
807,-66.0269,-61.91386,50.61221,50.61221
808,-66.02672,-61.91381,50.67939,50.67939
809,-66.02655,-61.91376,50.7552,50.7552
810,-66.02637,-61.91371,50.80197,50.80197
811,-66.02619,-61.91366,50.87889,50.87889
812,-66.02601,-61.91361,51.00545,51.00545
813,-66.02584,-61.91356,51.13724,51.13724
814,-66.02566,-61.91351,51.26695,51.26695
815,-66.02548,-61.91346,51.38209,51.38209
816,-66.02531,-61.91341,51.46708,51.46708
817,-66.02513,-61.91336,51.57385,51.57385
818,-66.02495,-61.91331,51.71969,51.71969
819,-66.02477,-61.91326,51.84644,51.84644
820,-66.0246,-61.91321,51.93086,51.93086
821,-66.02442,-61.91316,52.02554,52.02554
822,-66.02424,-61.91311,52.08355,52.08355
823,-66.02406,-61.91306,52.13927,52.13927
824,-66.02389,-61.91301,52.19534,52.19534
825,-66.02371,-61.91296,52.19189,52.19189
826,-66.02353,-61.91291,52.14968,52.14968
827,-66.02335,-61.91286,52.09384,52.09384
828,-66.02318,-61.91281,52.01702,52.01702
829,-66.023,-61.91276,51.9191,51.9191
830,-66.02282,-61.91271,51.79717,51.79717
831,-66.02264,-61.91266,51.60109,51.60109
832,-66.02247,-61.91261,51.34803,51.34803
833,-66.02229,-61.91257,51.04203,51.04203
834,-66.02211,-61.91252,50.67805,50.67805
835,-66.02193,-61.91247,50.23584,50.23584
836,-66.02176,-61.91242,49.74258,49.8076
837,-66.02158,-61.91237,49.21923,49.8076
838,-66.0214,-61.91232,48.51768,49.8076
839,-66.02122,-61.91227,47.61749,49.8076
840,-66.02105,-61.91222,46.68143,49.8076
841,-66.02087,-61.91217,45.54258,49.8076
842,-66.02069,-61.91212,44.10303,49.8076
843,-66.02051,-61.91207,42.44359,49.8076
844,-66.02034,-61.91202,40.4736,49.8076
845,-66.02016,-61.91197,38.18773,49.8076
846,-66.01998,-61.91192,35.57564,49.8076
847,-66.0198,-61.91188,32.75541,49.8076
848,-66.01963,-61.91183,30.08849,49.8076
849,-66.01945,-61.91178,28.08866,49.8076
850,-66.01927,-61.91173,28.05454,49.8076
851,-66.01909,-61.91168,29.22488,49.8076
852,-66.01874,-61.91158,39.90919,49.8076
853,-66.01856,-61.91153,42.48092,49.8076
854,-66.01838,-61.91148,44.1944,49.8076
855,-66.01821,-61.91143,45.49143,49.8076
856,-66.01803,-61.91138,46.69473,49.8076
857,-66.01785,-61.91133,47.62177,49.8076
858,-66.01767,-61.91128,48.39153,49.8076
859,-66.0175,-61.91123,49.0043,49.8076
860,-66.01732,-61.91118,49.39894,49.8076
861,-66.01714,-61.91113,49.67819,49.8076
862,-66.01696,-61.91108,49.8076,49.8076
863,-66.01679,-61.91103,49.7825,49.7825
864,-66.01661,-61.91099,49.63778,49.63778
865,-66.01643,-61.91094,49.4287,49.4287
866,-66.01625,-61.91089,49.12993,49.12993
867,-66.01608,-61.91084,48.75368,48.75368
868,-66.0159,-61.91079,48.28207,48.28207
869,-66.01572,-61.91074,47.7581,47.76365
870,-66.01554,-61.91069,47.2043,47.76365
871,-66.01537,-61.91064,46.58017,47.76365
872,-66.01519,-61.91059,45.88058,47.76365
873,-66.01501,-61.91054,45.11297,47.76365
874,-66.01483,-61.91049,44.22543,47.76365
875,-66.01466,-61.91044,43.2322,47.76365
876,-66.01448,-61.91039,42.1928,47.76365
877,-66.0143,-61.91034,41.24814,47.76365
878,-66.01412,-61.91029,40.66396,47.76365
879,-66.01395,-61.91024,40.72375,47.76365
880,-66.01377,-61.91019,41.72716,47.76365
881,-66.01359,-61.91014,43.17332,47.76365
882,-66.01341,-61.91009,44.33168,47.76365
883,-66.01324,-61.91004,45.12989,47.76365
884,-66.01306,-61.90999,45.7344,47.76365
885,-66.01288,-61.90994,46.24312,47.76365
886,-66.0127,-61.90989,46.64861,47.76365
887,-66.01253,-61.90985,46.95916,47.76365
888,-66.01235,-61.9098,47.1846,47.76365
889,-66.01217,-61.90975,47.36454,47.76365
890,-66.01199,-61.9097,47.53196,47.76365
891,-66.01182,-61.90965,47.63409,47.76365
892,-66.01164,-61.9096,47.69329,47.76365
893,-66.01146,-61.90955,47.73522,47.76365
894,-66.01128,-61.9095,47.76365,47.76365
895,-66.01111,-61.90945,47.75597,47.75597
896,-66.01093,-61.9094,47.75402,47.75402
897,-66.01075,-61.90935,47.73827,47.73827
898,-66.01057,-61.9093,47.70133,47.70133
899,-66.0104,-61.90925,47.67326,47.67326
900,-66.01022,-61.90919,47.64365,47.64365
901,-66.01004,-61.90914,47.60094,47.60094
902,-66.00986,-61.90909,47.51822,47.51822
903,-66.00969,-61.90904,47.43034,47.43034
904,-66.00951,-61.90899,47.32825,47.32825
905,-66.00933,-61.90894,47.18868,47.18868
906,-66.00915,-61.90889,47.04226,47.04226
907,-66.00898,-61.90884,46.88884,46.88884
908,-66.0088,-61.90879,46.73586,46.73586
909,-66.00862,-61.90874,46.62716,46.62716
910,-66.00844,-61.9087,46.53064,46.53064
911,-66.00827,-61.90865,46.41901,46.41901
912,-66.00809,-61.9086,46.31152,46.31152
913,-66.00791,-61.90855,46.2337,46.2337
914,-66.00773,-61.9085,46.16224,46.16224
915,-66.00756,-61.90846,46.09724,46.09724
916,-66.00738,-61.90841,46.07397,46.07397
917,-66.0072,-61.90836,46.06339,46.06339
918,-66.00702,-61.90831,46.03584,46.03584
919,-66.00685,-61.90826,46.04007,46.04007
920,-66.00667,-61.90821,46.04025,46.04025
921,-66.00649,-61.90816,46.01403,46.01403
922,-66.00631,-61.90811,46.02064,46.02064
923,-66.00614,-61.90806,46.01398,46.01398
924,-66.00596,-61.90801,45.98856,45.98856
925,-66.00578,-61.90796,45.99598,45.99598
926,-66.00561,-61.90791,46.01319,46.01319
927,-66.00543,-61.90785,46.00299,46.00299
928,-66.00525,-61.9078,45.98281,45.98281
929,-66.00507,-61.90775,45.97491,45.97491
930,-66.0049,-61.90771,45.98011,45.98011
931,-66.00472,-61.90766,45.98472,45.98472
932,-66.00454,-61.90761,45.9884,45.9884
933,-66.00436,-61.90756,45.99275,45.99275
934,-66.00419,-61.90751,46.0145,46.0145
935,-66.00401,-61.90746,45.97979,45.97979
936,-66.00383,-61.90741,45.93322,45.93322
937,-66.00365,-61.90736,45.92208,45.92208
938,-66.00348,-61.90731,45.91044,45.91044
939,-66.0033,-61.90726,45.88977,45.88977
940,-66.00312,-61.90721,45.85283,45.85283
941,-66.00294,-61.90716,45.79534,45.79534
942,-66.00277,-61.90711,45.74358,45.74358
943,-66.00259,-61.90706,45.68706,45.68706
944,-66.00241,-61.90701,45.63045,45.63045
945,-66.00223,-61.90696,45.54402,45.54402
946,-66.00206,-61.90691,45.44288,45.44288
947,-66.00188,-61.90686,45.36676,45.36676
948,-66.0017,-61.90681,45.29417,45.29417
949,-66.00152,-61.90676,45.2109,45.2109
950,-66.00135,-61.90671,45.16882,45.16882
951,-66.00117,-61.90666,45.11106,45.11106
952,-66.00099,-61.90661,45.04074,45.04074
953,-66.00081,-61.90657,44.9928,44.9928
954,-66.00064,-61.90652,44.94605,44.94605
955,-66.00046,-61.90647,44.87822,44.87822
956,-66.00028,-61.90642,44.8513,44.8513
957,-66.0001,-61.90637,44.84023,44.84023
958,-65.99993,-61.90633,44.80467,44.80467
959,-65.99975,-61.90628,44.80013,44.80013
960,-65.99957,-61.90623,44.79757,44.79757
961,-65.99939,-61.90618,44.76451,44.76451
962,-65.99922,-61.90612,44.74825,44.74825
963,-65.99904,-61.90607,44.74801,44.74801
964,-65.99886,-61.90602,44.74015,44.74015
965,-65.99868,-61.90597,44.7463,44.7463
966,-65.99851,-61.90592,44.75693,44.75693
967,-65.99833,-61.90587,44.72637,44.72637
968,-65.99815,-61.90582,44.71211,44.71211
969,-65.99797,-61.90577,44.70533,44.70533
970,-65.9978,-61.90572,44.68763,44.68763
971,-65.99762,-61.90567,44.68267,44.68267
972,-65.99744,-61.90562,44.69638,44.69638
973,-65.99726,-61.90557,44.70924,44.70924
974,-65.99709,-61.90552,44.72255,44.72255
975,-65.99691,-61.90547,44.69776,44.69776
976,-65.99673,-61.90542,44.66296,44.66296
977,-65.99655,-61.90537,44.67653,44.67653
978,-65.99638,-61.90532,44.7052,44.7052
979,-65.9962,-61.90527,44.70913,44.70913
980,-65.99602,-61.90522,44.68636,44.68636
981,-65.99584,-61.90517,44.67962,44.67962
982,-65.99567,-61.90513,44.68307,44.68307
983,-65.99549,-61.90508,44.66275,44.66275
984,-65.99531,-61.90503,44.66496,44.66496
985,-65.99513,-61.90498,44.66921,44.66921
986,-65.99496,-61.90493,44.64922,44.64922
987,-65.99478,-61.90488,44.63874,44.63874
988,-65.9946,-61.90483,44.64516,44.64516
989,-65.99442,-61.90478,44.62322,44.62322
990,-65.99425,-61.90473,44.61855,44.61855
991,-65.99407,-61.90468,44.63313,44.63313
992,-65.99389,-61.90463,44.65287,44.65287
993,-65.99371,-61.90458,44.66216,44.66216
994,-65.99354,-61.90453,44.6584,44.6584
995,-65.99336,-61.90449,44.67478,44.67478
996,-65.99318,-61.90444,44.66194,44.66194
997,-65.993,-61.90439,44.6507,44.6507
998,-65.99283,-61.90434,44.65825,44.65825
999,-65.99265,-61.90429,44.67317,44.67317
1000,-65.99247,-61.90424,44.68309,44.68309
1001,-65.99229,-61.90419,44.66455,44.66455
1002,-65.99212,-61.90413,44.63226,44.63226
1003,-65.99194,-61.90408,44.66077,44.66077
1004,-65.99176,-61.90403,44.69206,44.69206
1005,-65.99158,-61.90398,44.68541,44.68541
1006,-65.99141,-61.90393,44.69022,44.69022
1007,-65.99123,-61.90388,44.72935,44.72935
1008,-65.99105,-61.90383,44.70131,44.70131
1009,-65.99087,-61.90378,44.70529,44.70529
1010,-65.9907,-61.90373,44.74694,44.74694
1011,-65.99052,-61.90369,44.75617,44.75617
1012,-65.99034,-61.90364,44.74515,44.74515
1013,-65.99016,-61.90359,44.74689,44.74689
1014,-65.98999,-61.90354,44.78289,44.78289
1015,-65.98981,-61.90348,44.81289,44.81289
1016,-65.98963,-61.90343,44.84137,44.84137
1017,-65.98946,-61.90338,44.83924,44.83924
1018,-65.98928,-61.90333,44.82827,44.82827
1019,-65.9891,-61.90328,44.84044,44.84044
1020,-65.98892,-61.90323,44.86033,44.86033
1021,-65.98875,-61.90318,44.86972,44.86972
1022,-65.98857,-61.90313,44.8643,44.8643
1023,-65.98839,-61.90308,44.85825,44.85825
1024,-65.98821,-61.90304,44.8675,44.8675
1025,-65.98804,-61.90299,44.8446,44.8446
1026,-65.98786,-61.90294,44.78063,44.78063
1027,-65.98768,-61.90289,44.71162,44.71162
1028,-65.9875,-61.90284,44.65007,44.65007
1029,-65.98733,-61.90279,44.5778,44.5778
1030,-65.98715,-61.90274,44.5105,44.5105
1031,-65.98697,-61.90269,44.41243,44.41243
1032,-65.98679,-61.90264,44.32857,44.32857
1033,-65.98662,-61.90259,44.24509,44.24509
1034,-65.98644,-61.90254,44.18495,44.18495
1035,-65.98626,-61.9025,44.1502,44.1502
1036,-65.98608,-61.90245,44.1072,44.1072
1037,-65.98591,-61.9024,44.04562,44.04562
1038,-65.98573,-61.90235,43.99671,43.99671
1039,-65.98555,-61.9023,43.98532,43.98532
1040,-65.98537,-61.90225,43.99229,43.99229
1041,-65.9852,-61.9022,44.00813,44.00813
1042,-65.98502,-61.90215,44.01524,44.01524
1043,-65.98484,-61.9021,44.0187,44.0187
1044,-65.98466,-61.90205,44.03132,44.03132
1045,-65.98449,-61.902,44.06608,44.06608
1046,-65.98431,-61.90195,44.13125,44.13125
1047,-65.98413,-61.9019,44.16475,44.16475
1048,-65.98395,-61.90185,44.19156,44.19156
1049,-65.98378,-61.9018,44.22984,44.22984
1050,-65.9836,-61.90175,44.25034,44.25034
1051,-65.98342,-61.9017,44.28481,44.28481
1052,-65.98324,-61.90165,44.32692,44.32692
1053,-65.98307,-61.9016,44.36181,44.36181
1054,-65.98289,-61.90154,44.38507,44.38507
1055,-65.98271,-61.90149,44.40709,44.40709
1056,-65.98253,-61.90145,44.42217,44.42217
1057,-65.98236,-61.9014,44.44194,44.44194
1058,-65.98218,-61.90135,44.49108,44.49108
1059,-65.982,-61.9013,44.51886,44.51886
1060,-65.98182,-61.90125,44.50327,44.50327
1061,-65.98165,-61.9012,44.51352,44.51352
1062,-65.98147,-61.90115,44.54775,44.54775
1063,-65.98129,-61.9011,44.55008,44.55008
1064,-65.98111,-61.90105,44.51344,44.51344
1065,-65.98094,-61.901,44.48893,44.48893
1066,-65.98076,-61.90095,44.46764,44.46764
1067,-65.98058,-61.9009,44.44744,44.44744
1068,-65.9804,-61.90085,44.44522,44.44522
1069,-65.98023,-61.9008,44.47232,44.47232
1070,-65.98005,-61.90075,44.46236,44.46236
1071,-65.97987,-61.9007,44.41646,44.41646
1072,-65.97969,-61.90066,44.39583,44.39583
1073,-65.97952,-61.90061,44.39059,44.39059
1074,-65.97934,-61.90056,44.40247,44.40247
1075,-65.97916,-61.90051,44.40484,44.40484
1076,-65.97898,-61.90046,44.34593,44.34593
1077,-65.97881,-61.90041,44.29702,44.29702
1078,-65.97863,-61.90036,44.31728,44.31728
1079,-65.97845,-61.90031,44.33858,44.33858
1080,-65.97827,-61.90026,44.29045,44.29045
1081,-65.9781,-61.90021,44.23683,44.23683
1082,-65.97792,-61.90016,44.21231,44.21231
1083,-65.97774,-61.90011,44.19077,44.19077
1084,-65.97756,-61.90006,44.19943,44.19943
1085,-65.97739,-61.90001,44.17588,44.17588
1086,-65.97721,-61.89995,44.10894,44.10894
1087,-65.97703,-61.8999,44.0918,44.0918
1088,-65.97685,-61.89985,44.09344,44.09344
1089,-65.97668,-61.8998,44.0972,44.0972
1090,-65.9765,-61.89976,44.06132,44.06132
1091,-65.97632,-61.89971,44.02166,44.02166
1092,-65.97614,-61.89966,44.00363,44.00363
1093,-65.97597,-61.89961,43.98497,43.98497
1094,-65.97579,-61.89956,44.00725,44.00725
1095,-65.97561,-61.89951,44.01926,44.01926
1096,-65.97543,-61.89946,44.00604,44.00604
1097,-65.97526,-61.89941,43.96882,43.96882
1098,-65.97508,-61.89936,43.92493,43.92493
1099,-65.9749,-61.89931,43.92432,43.92432
1100,-65.97473,-61.89926,43.91954,43.91954
1101,-65.97455,-61.89921,43.90065,43.90065
1102,-65.97437,-61.89916,43.88147,43.88147
1103,-65.97419,-61.89911,43.86299,43.86299
1104,-65.97402,-61.89906,43.86884,43.86884
1105,-65.97384,-61.89901,43.86453,43.86453
1106,-65.97366,-61.89896,43.84185,43.84185
1107,-65.97348,-61.89891,43.83426,43.83426
1108,-65.97331,-61.89886,43.8293,43.8293
1109,-65.97313,-61.89881,43.84397,43.84397
1110,-65.97295,-61.89876,43.88378,43.88378
1111,-65.97277,-61.89871,43.90867,43.90867
1112,-65.9726,-61.89867,43.9274,43.9274
1113,-65.97242,-61.89862,43.92373,43.92373
1114,-65.97224,-61.89857,43.91594,43.91594
1115,-65.97206,-61.89852,43.92219,43.92219
1116,-65.97189,-61.89847,43.91936,43.91936
1117,-65.97171,-61.89842,43.87929,43.87929
1118,-65.97153,-61.89837,43.87172,43.87172
1119,-65.97135,-61.89832,43.89963,43.89963
1120,-65.97118,-61.89827,43.89872,43.89872
1121,-65.971,-61.89822,43.88251,43.88251
1122,-65.97082,-61.89817,43.86602,43.86602
1123,-65.97064,-61.89812,43.83923,43.83923
1124,-65.97047,-61.89806,43.8176,43.8176
1125,-65.97029,-61.89801,43.81421,43.81421
1126,-65.97011,-61.89796,43.7768,43.7768
1127,-65.96993,-61.89791,43.73811,43.73811
1128,-65.96976,-61.89786,43.71943,43.71943
1129,-65.96958,-61.89781,43.68676,43.68676
1130,-65.9694,-61.89776,43.64385,43.64385
1131,-65.96922,-61.89771,43.62729,43.62729
1132,-65.96905,-61.89766,43.59873,43.59873
1133,-65.96887,-61.89761,43.53131,43.53131
1134,-65.96869,-61.89756,43.48221,43.48221
1135,-65.96851,-61.89751,43.43298,43.43298
1136,-65.96834,-61.89746,43.39745,43.39745
1137,-65.96816,-61.89741,43.38062,43.38062
1138,-65.96798,-61.89737,43.35185,43.35185
1139,-65.9678,-61.89732,43.30171,43.30171
1140,-65.96763,-61.89727,43.26614,43.26614
1141,-65.96745,-61.89722,43.24371,43.24371
1142,-65.96727,-61.89717,43.22836,43.22836
1143,-65.96709,-61.89712,43.24369,43.24369
1144,-65.96692,-61.89707,43.27626,43.27626
1145,-65.96674,-61.89702,43.26601,43.26601
1146,-65.96656,-61.89697,43.24715,43.24715
1147,-65.96638,-61.89692,43.24379,43.24379
1148,-65.96621,-61.89687,43.23804,43.23804
1149,-65.96603,-61.89682,43.24512,43.24512
1150,-65.96585,-61.89677,43.26306,43.26306
1151,-65.96567,-61.89672,43.27888,43.27888
1152,-65.9655,-61.89667,43.28058,43.28058
1153,-65.96532,-61.89662,43.2739,43.2739
1154,-65.96514,-61.89657,43.25988,43.25988
